1134,divvy_station,2022-03-23 00:45:08.497063,0,0,0,0,0,0,0,0,9,3,2,11,0,0,0,0
1268,divvy_station,2022-03-28 14:45:08.497063,0,0,0,0,0,0,0,0,9,4,17,5,0,0,0,0
91,divvy_station,2022-02-07 13:45:08.497063,9,1,21,12,0,0,0,0,0,0,0,0,0,0,0,0
684,divvy_station,2022-03-04 06:45:08.497063,0,0,0,0,9,3,30,17,0,0,0,0,0,0,0,0
222,divvy_station,2022-02-13 00:45:08.497063,9,3,16,6,0,0,0,0,0,0,0,0,0,0,0,0
886,divvy_station,2022-03-12 16:45:08.497063,0,0,0,0,0,0,0,0,9,0,6,20,0,0,0,0
1069,divvy_station,2022-03-20 07:45:08.497063,0,0,0,0,0,0,0,0,9,2,15,0,0,0,0,0
252,divvy_station,2022-02-14 06:45:08.497063,9,3,30,9,0,0,0,0,0,0,0,0,0,0,0,0
211,divvy_station,2022-02-12 13:45:08.497063,9,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0
1523,divvy_station,2022-04-08 05:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,0
1876,divvy_station,2022-04-22 22:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,4,24,19
1830,divvy_station,2022-04-21 00:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,11
221,divvy_station,2022-02-12 23:45:08.497063,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,divvy_station,2022-04-23 15:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,14
1763,divvy_station,2022-04-18 05:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,22
1124,divvy_station,2022-03-22 14:45:08.497063,0,0,0,0,0,0,0,0,9,2,29,21,0,0,0,0
264,divvy_station,2022-02-14 18:45:08.497063,9,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0
160,divvy_station,2022-02-10 10:45:08.497063,9,2,22,6,0,0,0,0,0,0,0,0,0,0,0,0
53,divvy_station,2022-02-05 23:45:08.497063,9,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0
1287,divvy_station,2022-03-29 09:45:08.497063,0,0,0,0,0,0,0,0,9,4,24,0,0,0,0,0
131,divvy_station,2022-02-09 05:45:08.497063,9,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0
1527,divvy_station,2022-04-08 09:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,7
1789,divvy_station,2022-04-19 07:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,3,30,11
258,divvy_station,2022-02-14 12:45:08.497063,9,3,30,15,0,0,0,0,0,0,0,0,0,0,0,0
517,divvy_station,2022-02-25 07:45:08.497063,0,0,0,0,9,1,14,10,0,0,0,0,0,0,0,0
1515,divvy_station,2022-04-07 21:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,15
1935,divvy_station,2022-04-25 09:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,5,18,15
1702,divvy_station,2022-04-15 16:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,2,29,14
1178,divvy_station,2022-03-24 20:45:08.497063,0,0,0,0,0,0,0,0,9,3,16,16,0,0,0,0
1623,divvy_station,2022-04-12 09:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,1,28,22
700,divvy_station,2022-03-04 22:45:08.497063,0,0,0,0,9,4,3,15,0,0,0,0,0,0,0,0
1565,divvy_station,2022-04-09 23:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,16
2024,divvy_station,2022-04-29 02:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,6,26,0
1132,divvy_station,2022-03-22 22:45:08.497063,0,0,0,0,0,0,0,0,9,3,2,9,0,0,0,0
1348,divvy_station,2022-03-31 22:45:08.497063,0,0,0,0,0,0,0,0,9,5,11,22,0,0,0,0
1438,divvy_station,2022-04-04 16:45:08.497063,0,0,0,0,0,0,0,0,9,6,19,1,0,0,0,0
391,divvy_station,2022-02-20 01:45:08.497063,9,6,5,20,0,0,0,0,0,0,0,0,0,0,0,0
801,divvy_station,2022-03-09 03:45:08.497063,0,0,0,0,9,5,25,12,0,0,0,0,0,0,0,0
1492,divvy_station,2022-04-06 22:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,13
1239,divvy_station,2022-03-27 09:45:08.497063,0,0,0,0,0,0,0,0,9,4,3,17,0,0,0,0
633,divvy_station,2022-03-02 03:45:08.497063,0,0,0,0,9,3,2,14,0,0,0,0,0,0,0,0
1435,divvy_station,2022-04-04 13:45:08.497063,0,0,0,0,0,0,0,0,9,6,12,22,0,0,0,0
759,divvy_station,2022-03-07 09:45:08.497063,0,0,0,0,9,5,4,14,0,0,0,0,0,0,0,0
1562,divvy_station,2022-04-09 20:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,12
960,divvy_station,2022-03-15 18:45:08.497063,0,0,0,0,0,0,0,0,9,1,7,15,0,0,0,0
374,divvy_station,2022-02-19 08:45:08.497063,9,5,25,15,0,0,0,0,0,0,0,0,0,0,0,0
256,divvy_station,2022-02-14 10:45:08.497063,9,3,30,13,0,0,0,0,0,0,0,0,0,0,0,0
23,divvy_station,2022-02-04 17:45:08.497063,9,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0
7,divvy_station,2022-02-04 01:45:08.497063,9,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0
591,divvy_station,2022-02-28 09:45:08.497063,0,0,0,0,9,2,15,18,0,0,0,0,0,0,0,0
102,divvy_station,2022-02-08 00:45:08.497063,9,1,28,10,0,0,0,0,0,0,0,0,0,0,0,0
394,divvy_station,2022-02-20 04:45:08.497063,9,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0
122,divvy_station,2022-02-08 20:45:08.497063,9,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0
54,divvy_station,2022-02-06 00:45:08.497063,9,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0
546,divvy_station,2022-02-26 12:45:08.497063,0,0,0,0,9,1,28,10,0,0,0,0,0,0,0,0
1529,divvy_station,2022-04-08 11:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,12
199,divvy_station,2022-02-12 01:45:08.497063,9,3,2,19,0,0,0,0,0,0,0,0,0,0,0,0
217,divvy_station,2022-02-12 19:45:08.497063,9,3,9,20,0,0,0,0,0,0,0,0,0,0,0,0
1848,divvy_station,2022-04-21 18:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,10
1580,divvy_station,2022-04-10 14:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,1,14,13
2039,divvy_station,2022-04-29 17:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,6,26,19
1126,divvy_station,2022-03-22 16:45:08.497063,0,0,0,0,0,0,0,0,9,2,29,23,0,0,0,0
1512,divvy_station,2022-04-07 18:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,12
835,divvy_station,2022-03-10 13:45:08.497063,0,0,0,0,9,6,12,18,0,0,0,0,0,0,0,0
1395,divvy_station,2022-04-02 21:45:08.497063,0,0,0,0,0,0,0,0,9,6,5,3,0,0,0,0
921,divvy_station,2022-03-14 03:45:08.497063,0,0,0,0,0,0,0,0,9,0,20,17,0,0,0,0
797,divvy_station,2022-03-08 23:45:08.497063,0,0,0,0,9,5,18,23,0,0,0,0,0,0,0,0
197,divvy_station,2022-02-11 23:45:08.497063,9,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0
1666,divvy_station,2022-04-14 04:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,2,15,12
865,divvy_station,2022-03-11 19:45:08.497063,0,0,0,0,9,6,26,18,0,0,0,0,0,0,0,0
348,divvy_station,2022-02-18 06:45:08.497063,9,5,11,12,0,0,0,0,0,0,0,0,0,0,0,0
1486,divvy_station,2022-04-06 16:45:08.497063,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,7
579,divvy_station,2022-02-27 21:45:08.497063,0,0,0,0,9,2,8,18,0,0,0,0,0,0,0,0
727,divvy_station,2022-03-06 01:45:08.497063,0,0,0,0,9,4,17,13,0,0,0,0,0,0,0,0
